date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:23:54	17115/17115	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202016%2017:46:43%20GMT	https://demo.curlythemes.com/html/leisure/index.html	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/index.html	(from )
14:23:55	117/117	---MCZ	200	added ('OK')	text/plain	date:Mon,%2014%20Nov%202022%2022:08:22%20GMT	https://demo.curlythemes.com/robots.txt		(from )
14:23:55	18094/18094	---MCZ	200	added ('OK')	image/x-icon	etag:W/%2257b4a303-46ae%22	https://demo.curlythemes.com/html/leisure/images/favicon.ico	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/images/favicon.ico	(from https://demo.curlythemes.com/html/leisure/index.html)
14:23:56	109518/109518	---MCZ	200	added ('OK')	text/css	etag:W/%2257b4a303-1abce%22	https://demo.curlythemes.com/html/leisure/css/bootstrap.min.css	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/css/bootstrap.min.css	(from https://demo.curlythemes.com/html/leisure/index.html)
14:23:56	20766/20766	---MCZ	200	added ('OK')	text/css	etag:W/%2257b4a303-511e%22	https://demo.curlythemes.com/html/leisure/css/font-awesome.min.css	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/css/font-awesome.min.css	(from https://demo.curlythemes.com/html/leisure/index.html)
14:23:57	3632/3632	---MCZ	200	added ('OK')	text/css	etag:W/%2257b4a303-e30%22	https://demo.curlythemes.com/html/leisure/css/owl.carousel.min.css	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/css/owl.carousel.min.css	(from https://demo.curlythemes.com/html/leisure/index.html)
14:23:57	1055/1055	---MCZ	200	added ('OK')	text/css	etag:W/%2257b4a303-41f%22	https://demo.curlythemes.com/html/leisure/css/owl.theme.default.min.css	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/css/owl.theme.default.min.css	(from https://demo.curlythemes.com/html/leisure/index.html)
14:23:57	30050/30050	---MCZ	200	added ('OK')	text/css	etag:W/%2257b4a303-7562%22	https://demo.curlythemes.com/html/leisure/css/datepicker.css	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/css/datepicker.css	(from https://demo.curlythemes.com/html/leisure/index.html)
14:23:58	46433/46433	---MCZ	200	added ('OK')	text/css	etag:W/%2257b4a303-e2ed%22	https://demo.curlythemes.com/html/leisure/style.css	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/style.css	(from https://demo.curlythemes.com/html/leisure/index.html)
14:23:58	5368/5368	---M--	200	added ('OK')	image/png	etag:%2257b4a303-14f8%22	https://demo.curlythemes.com/html/leisure/images/logo-leisure.png	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/images/logo-leisure.png	(from https://demo.curlythemes.com/html/leisure/index.html)
14:23:59	17637/17637	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202016%2017:46:43%20GMT	https://demo.curlythemes.com/html/leisure/resort.html	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/resort.html	(from https://demo.curlythemes.com/html/leisure/index.html)
14:23:59	16065/16065	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202016%2017:46:43%20GMT	https://demo.curlythemes.com/html/leisure/rooms.html	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/rooms.html	(from https://demo.curlythemes.com/html/leisure/index.html)
14:23:59	15740/15740	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202016%2017:46:43%20GMT	https://demo.curlythemes.com/html/leisure/room-view.html	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/room-view.html	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:00	17627/17627	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202016%2017:46:43%20GMT	https://demo.curlythemes.com/html/leisure/dining.html	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/dining.html	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:00	17869/17869	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202016%2017:46:43%20GMT	https://demo.curlythemes.com/html/leisure/activities.html	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/activities.html	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:00	15402/15402	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202016%2017:46:43%20GMT	https://demo.curlythemes.com/html/leisure/children.html	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/children.html	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:01	15021/15021	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202016%2017:46:43%20GMT	https://demo.curlythemes.com/html/leisure/attractions.html	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/attractions.html	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:01	13734/13734	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202016%2017:46:43%20GMT	https://demo.curlythemes.com/html/leisure/events.html	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/events.html	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:01	17689/17689	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202016%2017:46:43%20GMT	https://demo.curlythemes.com/html/leisure/news.html	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/news.html	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:01	18922/18922	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202016%2017:46:43%20GMT	https://demo.curlythemes.com/html/leisure/typography.html	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/typography.html	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:02	20143/20143	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202016%2017:46:43%20GMT	https://demo.curlythemes.com/html/leisure/elements.html	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/elements.html	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:02	13765/13765	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202016%2017:46:43%20GMT	https://demo.curlythemes.com/html/leisure/media-gallery.html	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/media-gallery.html	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:03	14188/14188	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202016%2017:46:43%20GMT	https://demo.curlythemes.com/html/leisure/sidebar-left.html	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/sidebar-left.html	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:03	14188/14188	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202016%2017:46:43%20GMT	https://demo.curlythemes.com/html/leisure/sidebar-right.html	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/sidebar-right.html	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:03	13132/13132	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202016%2017:46:43%20GMT	https://demo.curlythemes.com/html/leisure/members.html	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/members.html	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:04	1685/1685	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202016%2017:46:43%20GMT	https://demo.curlythemes.com/html/leisure/coming-soon.html	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/coming-soon.html	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:04	11864/11864	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202016%2017:46:43%20GMT	https://demo.curlythemes.com/html/leisure/404.html	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/404.html	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:04	15328/15328	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202016%2017:46:43%20GMT	https://demo.curlythemes.com/html/leisure/faq.html	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/faq.html	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:05	14121/14121	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Aug%202018%2019:40:16%20GMT	https://demo.curlythemes.com/html/leisure/contact.html	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/contact.html	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:05	26724/26724	---M--	200	added ('OK')	image/jpeg	etag:%2257b4a303-6864%22	https://demo.curlythemes.com/html/leisure/images/photo3.jpg	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/images/photo3.jpg	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:05	25803/25803	---M--	200	added ('OK')	image/jpeg	etag:%2257b4a303-64cb%22	https://demo.curlythemes.com/html/leisure/images/photo2.jpg	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/images/photo2.jpg	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:06	23600/23600	---M--	200	added ('OK')	image/jpeg	etag:%2257b4a303-5c30%22	https://demo.curlythemes.com/html/leisure/images/photo1.jpg	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/images/photo1.jpg	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:07	48816/48816	---M--	200	added ('OK')	image/jpeg	etag:%2257b4a303-beb0%22	https://demo.curlythemes.com/html/leisure/images/pool.jpg	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/images/pool.jpg	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:07	23405/23405	---M--	200	added ('OK')	image/jpeg	etag:%2257b4a303-5b6d%22	https://demo.curlythemes.com/html/leisure/images/spa.jpg	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/images/spa.jpg	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:07	41199/41199	---M--	200	added ('OK')	image/jpeg	etag:%2257b4a303-a0ef%22	https://demo.curlythemes.com/html/leisure/images/food.jpg	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/images/food.jpg	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:07	29423/29423	---M--	200	added ('OK')	image/jpeg	etag:%2257b4a303-72ef%22	https://demo.curlythemes.com/html/leisure/images/sail.jpg	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/images/sail.jpg	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:07	20602/20602	---M--	200	added ('OK')	image/jpeg	etag:%2257b4a303-507a%22	https://demo.curlythemes.com/html/leisure/images/room.jpg	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/images/room.jpg	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:07	26707/26707	---M--	200	added ('OK')	image/jpeg	etag:%2257b4a303-6853%22	https://demo.curlythemes.com/html/leisure/images/fitness.jpg	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/images/fitness.jpg	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:08	95786/95786	---MCZ	200	added ('OK')	application/javascript	etag:W/%2257b4a303-1762a%22	https://demo.curlythemes.com/html/leisure/js/jquery-1.11.1.min.js	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/js/jquery-1.11.1.min.js	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:08	31819/31819	---MCZ	200	added ('OK')	application/javascript	etag:W/%2257b4a303-7c4b%22	https://demo.curlythemes.com/html/leisure/js/bootstrap.min.js	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/js/bootstrap.min.js	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:08	3186/3186	---MCZ	200	added ('OK')	application/javascript	etag:W/%2257b4a303-c72%22	https://demo.curlythemes.com/html/leisure/js/dropdown-menu.min.js	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/js/dropdown-menu.min.js	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:09	8044/8044	---MCZ	200	added ('OK')	application/javascript	etag:W/%2257b4a303-1f6c%22	https://demo.curlythemes.com/html/leisure/js/waypoints.min.js	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/js/waypoints.min.js	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:09	1188/1188	---MCZ	200	added ('OK')	application/javascript	etag:W/%2257b4a303-4a4%22	https://demo.curlythemes.com/html/leisure/js/waypoints-sticky.min.js	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/js/waypoints-sticky.min.js	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:09	27374/27374	---MCZ	200	added ('OK')	application/javascript	etag:W/%2257b4a303-6aee%22	https://demo.curlythemes.com/html/leisure/js/jquery.velocity.min.js	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/js/jquery.velocity.min.js	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:10	11309/11309	---MCZ	200	added ('OK')	application/javascript	etag:W/%2257b4a303-2c43%22	https://demo.curlythemes.com/html/leisure/js/velocity.ui.js	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/js/velocity.ui.js	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:10	926/926	---MCZ	200	added ('OK')	application/javascript	etag:W/%2257b4a303-39e%22	https://demo.curlythemes.com/html/leisure/js/doubletaptogo.js	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/js/doubletaptogo.js	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:10	32754/32754	---MCZ	200	added ('OK')	application/javascript	etag:W/%2257b4a303-7ff2%22	https://demo.curlythemes.com/html/leisure/js/bootstrap.datepicker.min.js	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/js/bootstrap.datepicker.min.js	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:10	12597/12597	---MCZ	200	added ('OK')	application/javascript	etag:W/%2257b4a303-3135%22	https://demo.curlythemes.com/html/leisure/js/jquery.stellar.min.js	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/js/jquery.stellar.min.js	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:11	40401/40401	---MCZ	200	added ('OK')	application/javascript	etag:W/%2257b4a303-9dd1%22	https://demo.curlythemes.com/html/leisure/js/owl.carousel.min.js	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/js/owl.carousel.min.js	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:11	9580/9580	---MCZ	200	added ('OK')	application/javascript	etag:W/%2257b4a303-256c%22	https://demo.curlythemes.com/html/leisure/js/main.js	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/js/main.js	(from https://demo.curlythemes.com/html/leisure/index.html)
14:24:12	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2015%20Nov%202022%2007:24:12%20GMT	https://demo.curlythemes.com/html/leisure/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/fonts/glyphicons-halflings-regular.eot	(from https://demo.curlythemes.com/html/leisure/css/bootstrap.min.css)
14:24:13	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2015%20Nov%202022%2007:24:13%20GMT	https://demo.curlythemes.com/html/leisure/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/fonts/glyphicons-halflings-regulard41d.eot	(from https://demo.curlythemes.com/html/leisure/css/bootstrap.min.css)
14:24:13	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2015%20Nov%202022%2007:24:13%20GMT	https://demo.curlythemes.com/html/leisure/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/fonts/glyphicons-halflings-regular.woff	(from https://demo.curlythemes.com/html/leisure/css/bootstrap.min.css)
14:24:14	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2015%20Nov%202022%2007:24:14%20GMT	https://demo.curlythemes.com/html/leisure/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/fonts/glyphicons-halflings-regular.ttf	(from https://demo.curlythemes.com/html/leisure/css/bootstrap.min.css)
14:24:14	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2015%20Nov%202022%2007:24:14%20GMT	https://demo.curlythemes.com/html/leisure/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/fonts/glyphicons-halflings-regular.svg	(from https://demo.curlythemes.com/html/leisure/css/bootstrap.min.css)
14:24:16	72449/72449	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2257b4a303-11b01%22	https://demo.curlythemes.com/html/leisure/fonts/fontawesome-webfont.eot?v=4.1.0	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/fonts/fontawesome-webfont862f.eot	(from https://demo.curlythemes.com/html/leisure/css/font-awesome.min.css)
14:24:16	72449/72449	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2257b4a303-11b01%22	https://demo.curlythemes.com/html/leisure/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/fonts/fontawesome-webfontd41d.eot	(from https://demo.curlythemes.com/html/leisure/css/font-awesome.min.css)
14:24:17	83760/83760	---M--	200	added ('OK')	font/woff	etag:%2257b4a303-14730%22	https://demo.curlythemes.com/html/leisure/fonts/fontawesome-webfont.woff?v=4.1.0	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/fonts/fontawesome-webfont862f.woff	(from https://demo.curlythemes.com/html/leisure/css/font-awesome.min.css)
14:24:18	141564/141564	---M--	200	added ('OK')	application/octet-stream	etag:%2257b4a303-228fc%22	https://demo.curlythemes.com/html/leisure/fonts/fontawesome-webfont.ttf?v=4.1.0	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/fonts/fontawesome-webfont862f.ttf	(from https://demo.curlythemes.com/html/leisure/css/font-awesome.min.css)
14:24:20	253487/253487	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2257b4a304-3de2f%22	https://demo.curlythemes.com/html/leisure/fonts/fontawesome-webfont.svg?v=4.1.0	C:/My%20Web%20Sites/asda/demo.curlythemes.com/html/leisure/fonts/fontawesome-webfont862f.svg	(from https://demo.curlythemes.com/html/leisure/css/font-awesome.min.css)
